FB_ad_spending_congress_2020_dataset
,X.1,names.candidate,office,state_po,district,candidatevotes,totalvotes,loc_identifier,expenditures.candidate,facebook.advertiser,spending,ad_spending,X,year,state,state_fips,state_cen,state_ic,stage,special,party,writein,mode,unofficial,version,foreign_born,median_income,BA_education,HS_education,asian_alone,black_alone,hispanic,multiracial,white_non_hispanic,white_alone,Age_65_plus,median_age,gini,population,vote_share,full_race,winner,total_margin,margin,ad_rate
249,249,JESSE JENSEN,US HOUSE,WA,8,198423,412112,WA.8,"JENSEN, JESSE",Jesse Jensen for Congress,847466.89,28992,31050,2020,WASHINGTON,53,91,73,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,12.3,72420,31.3,90.9,7.8,3.5,10.1,4.7,72.7,79.3,17.5,38.6,0.478376762,701614,0.481478335986334,WA 8 US HOUSE,FALSE,-14700,-0.03566991497457,0.0342101860758242
250,250,JESSICA J. KING,US HOUSE,WI,6,164239,403333,WI.6,"KING, JESSICA JEANE MS",King for Congress,252835.16,5143,31073,2020,WISCONSIN,55,35,25,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,3.4,53249,23.8,90.7,2.3,1.3,4.3,1.5,90.3,93.3,23.1,41.7,0.454365466,713224,0.407204468764024,WI 6 US HOUSE,FALSE,-74635,-0.185045607475709,0.0203413164529807
251,251,JESUS G. 'CHUY' GARCIA,US HOUSE,IL,4,187219,222737,IL.4,"GARCIA, JESUS",Garcia for House 2020,726422.03,5022,29999,2020,ILLINOIS,17,33,21,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,35.8,43340,18.8,67.9,3.3,4.5,70.5,2,20.8,61.7,11.8,31.3,0.469128,712077,0.840538392813049,IL 4 US HOUSE,TRUE,151701,0.681076785626097,0.00691333659030137
253,253,JILL SCHUPP,US HOUSE,MO,2,204540,449348,MO.2,"SCHUPP, JILL DARLYNE",Schupp for Congress,4849789,187779,30316,2020,MISSOURI,29,43,34,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,7.2,73780,46.6,94.4,4.2,4,2.7,1.7,87.2,89.4,23.7,42,0.496487478,768428,0.455192857206441,MO 2 US HOUSE,FALSE,-28617,-0.0636856067012649,0.0387190040638881
254,254,JILLIAN FREELAND,US HOUSE,CO,5,161600,432407,CO.5,"FREELAND, JILLIAN",Freeland for Congress,181293.51,13205,29806,2020,COLORADO,8,84,62,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,6.7,55421,33.6,92.8,2.5,5.5,15,5.3,72.6,81.4,18,35.4,0.47822046,749815,0.373721979523921,CO 5 US HOUSE,FALSE,-87413,-0.202154451708691,0.072837687350198
255,255,JIM BANKS,US HOUSE,IN,3,220989,325751,IN.3,"BANKS, JAMES E HON.",Jim Banks for Congress,791040.64,5123,30050,2020,INDIANA,18,32,22,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,4.2,48401,21.1,87,1.6,6,5.8,2.2,84.4,87.9,19.8,36.9,0.450610453,729747,0.678398531393611,IN 3 US HOUSE,TRUE,116227,0.356797062787221,0.00647627914540522
256,256,JIM COSTA,US HOUSE,CA,16,128690,216729,CA.16,"COSTA, JIM MR.",Jim Costa for Congress,1846494.42,2052,29749,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,25.3,37926,11.7,65,9.3,6.1,59.5,4.2,23.5,57,13.4,29.6,0.481112155,715257,0.593783019346742,CA 16 US HOUSE,TRUE,40651,0.187566038693484,0.00111129499107828
257,257,JIM DEBELLO,US HOUSE,CA,52,152350,396495,CA.52,"DEBELLO, JAMES",Debello for Congress,424649.57,7896,29782,2020,CALIFORNIA,6,93,71,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,21.9,82184,54.7,95,20.4,3,13.4,4.5,59.3,69.3,18.7,35.6,0.509195914,713904,0.384241919822444,CA 52 US HOUSE,FALSE,-91795,-0.231516160355112,0.0185941551759961
258,258,JIM MARCHANT,US HOUSE,NV,4,152284,332469,NV.4,"MARCHANT, JIM",Jim Marchant for Congress,1550714.52,65438,30363,2020,NEVADA,32,88,65,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,16,53479,18.7,83.8,5.2,13.7,30.2,4.7,46.1,61,17.5,34.8,0.456118528,705118,0.45803969693415,NV 4 US HOUSE,FALSE,-16173,-0.0486451368398257,0.0421986117728491
259,259,JIMMY GOMEZ,US HOUSE,CA,34,108792,205346,CA.34,"GOMEZ, JIMMY",Jimmy Gomez for Congress,1273472.46,11796,29786,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,50.3,35246,21.4,61.8,18.5,4.4,65.9,2.6,9.8,37.8,14.3,33.7,0.511169604,712425,0.529798486457004,CA 34 US HOUSE,TRUE,12238,0.0595969729140086,0.00926286226872939
260,260,JIMMY PANETTA,US HOUSE,CA,20,236896,308554,CA.20,"PANETTA, JIMMY",Jimmy Panetta For Congress,1596716.42,32289,29717,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,26.4,60226,26.1,74.6,5.5,2,52,3.9,37.7,78.2,17.1,33.6,0.507323373,725199,0.767761882847087,CA 20 US HOUSE,TRUE,165238,0.535523765694173,0.0202221256044953
261,261,JOAN GREENE,US HOUSE,AZ,5,183171,445657,AZ.5,"GREENE, JOAN",Joan Greene for Congress,225188.62,32801,29669,2020,ARIZONA,4,86,61,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,9.5,64847,33,92.6,5.4,3.1,16.9,2.9,71.9,85.4,20.5,37.3,0.467149204,759102,0.411013402684127,AZ 5 US HOUSE,FALSE,-79243,-0.177811635405704,0.145660113730436
263,263,JODY B. HICE,US HOUSE,GA,10,235810,378446,GA.10,"HICE, JODY",Jody Hice for Congress,462698.35,39435,29962,2020,GEORGIA,13,58,44,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,5.3,47864,23.6,83.8,2.4,24.9,4.9,1.8,65.9,69.6,18.7,36.7,0.495101408,699534,0.623100785845273,GA 10 US HOUSE,TRUE,93174,0.246201571690545,0.0852283134357406
264,264,JOE AKANA,US HOUSE,HI,2,84027,296376,HI.2,"AKANA, JOSEPH S",Akana for Congress,55343.86,6333,29982,2020,HAWAII,15,95,82,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,12.8,63206,26.3,90.9,25.5,1.6,11.3,27.1,29.6,32.9,21.1,37,0.488849442,702028,0.283514859502794,HI 2 US HOUSE,FALSE,-87490,-0.29519934137717,0.114430037948202
265,265,JOE COURTNEY,US HOUSE,CT,2,207303,367347,CT.2,"COURTNEY, JOSEPH D",Courtney for Congress,1002505.23,12839,29851,2020,CONNECTICUT,9,16,1,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,7,71760,32.7,91.1,3.1,3.8,7.7,3.6,82.7,87.1,21.3,41,0.477712129,714637,0.56432473927921,CT 2 US HOUSE,TRUE,66947,0.182244580737014,0.0128069157305045
266,266,JOE CUNNINGHAM,US HOUSE,SC,1,210627,427111,SC.1,"CUNNINGHAM, JOE",Joe Cunningham for Congress,7138095.12,377616,30802,2020,SOUTH CAROLINA,45,57,48,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,6.5,57753,36.6,91.2,1.7,19.3,6.4,2.3,70.6,74.1,21.6,37.7,0.493080622,715200,0.493143468559695,SC 1 US HOUSE,FALSE,-5415,-0.0126782030900632,0.0529015085470029
267,267,JOE E. COLLINS III,US HOUSE,CA,43,78688,277898,CA.43,"COLLINS, JOE",Joe Collins for Congress,9985292.74,1292786,29792,2020,CALIFORNIA,6,93,71,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,31.6,49107,24.1,75.9,13.1,22.4,47,5.5,14.4,35.7,15.6,34.2,0.505597812,730217,0.283154250840236,CA 43 US HOUSE,FALSE,-120522,-0.433691498319527,0.129469013444267
268,268,JOE NEGUSE,US HOUSE,CO,2,316925,515663,CO.2,"NEGUSE, JOSEPH",Joe Neguse for Congress,690025.28,16610,29817,2020,COLORADO,8,84,62,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,7.1,67427,51.6,95.5,2.8,1,10.4,2.7,83.1,90.6,18.1,36.9,0.509606228,755671,0.614597130296337,CO 2 US HOUSE,TRUE,134378,0.260592673897487,0.0240715818411754
269,269,JOE WILSON,US HOUSE,SC,2,202715,364215,SC.2,"WILSON, JOE THE HON.",Joe Wilson for Congress,1762180.03,14161,30793,2020,SOUTH CAROLINA,45,57,48,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,4.6,53194,31.5,88.6,1.9,23.4,5.3,2.1,67.6,71.1,20.1,38.5,0.481954791,671907,0.556580591134357,SC 2 US HOUSE,TRUE,47597,0.130683799404198,0.00803606882322914
270,270,JOEL NEWBY,US HOUSE,OH,15,140183,383361,OH.15,"NEWBY, JOEL III",Sharon Barry Newby for Congress,56016.96,200,30695,2020,OHIO,39,31,24,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,3.5,54280,28.3,90,1.9,3.8,1.6,2.2,90.5,91.9,19.4,38.1,0.476780482,742133,0.365668390890049,OH 15 US HOUSE,FALSE,-102920,-0.268467580165953,0.00357034726625651
271,271,JOHN A. YARMUTH,US HOUSE,KY,3,230672,368097,KY.3,"YARMUTH, JOHN",Yarmuth for Congress,695281.39,480,30101,2020,KENTUCKY,21,61,51,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,6.5,46170,29.6,87.9,2.2,21.2,4.7,3,69.3,73,20.4,38.1,0.509891111,739047,0.626660907315191,KY 3 US HOUSE,TRUE,93247,0.253321814630383,0.000690367967421075
272,272,JOHN B. LARSON,US HOUSE,CT,1,213001,349237,CT.1,"LARSON, JOHN B",Larson for Congress,1336604.38,100,29832,2020,CONNECTICUT,9,16,1,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,15.2,64855,34.2,88.2,4.4,15.1,15.4,3.8,63.8,70.9,22.3,40.6,0.507920285,716580,0.609903876164324,CT 1 US HOUSE,TRUE,90890,0.260253065969528,7.48164539158551E-05
273,273,JOHN BRISCOE,US HOUSE,CA,47,114371,311399,CA.47,"BRISCOE, JOHN",Briscoe for Congress 2020,61538.47,17696,29772,2020,CALIFORNIA,6,93,71,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,29.9,58784,29.3,81.1,21.1,7.8,35.4,4.5,32.3,55.1,17,35.8,0.505540846,721957,0.367281205141956,CA 47 US HOUSE,FALSE,-82657,-0.265437589716088,0.287559960460505
274,274,JOHN C. CUMMINGS,US HOUSE,NY,14,52477,223611,NY.14,"CUMMINGS, JOHN C.",John Cummings for Congress,11015378.43,0,30509,2020,NEW YORK,36,21,13,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,47.1,51231,24.8,74.4,16.2,11.3,49.8,3.1,22.8,47.8,17.3,35.7,0.475844925,727544,0.23467986816391,NY 14 US HOUSE,FALSE,-100184,-0.448028048709589,0
275,275,JOHN JAMES,US SENATE,MI,0,2642233,5479720,MICHIGAN,"JAMES, JOHN",John James for Senate,47661001.73,342951,3542,2020,MICHIGAN,26,34,23,gen,FALSE,REPUBLICAN,FALSE,total,FALSE,20210114,6.9,57144,29.1,90.8,3.4,14.1,5.3,2.5,74.7,79.2,17.7,39.8,0.46,10077331,0.482183943705153,MI 0 US SENATE,FALSE,-92335,-0.0168503135196689,0.00719563138733047
276,276,JOHN JOYCE,US HOUSE,PA,13,267789,364401,PA.13,"JOYCE, JOHN",Dr John Joyce for Congress,477893.24,18224,30771,2020,PENNSYLVANIA,42,23,14,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,16.1,56673,31.6,88,8.7,19.1,10.3,2.3,61.1,66.1,21.4,39,0.507202581,710615,0.734874492660558,PA 13 US HOUSE,TRUE,171177,0.469748985321116,0.0381340401467072
277,277,JOHN R. CARTER,US HOUSE,TX,31,212695,398057,TX.31,"CARTER, JOHN R. REP.",John Carter for Congress,2223167.18,113765,30930,2020,TEXAS,48,74,49,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,9.7,62328,32,90.9,4.3,11.7,23.2,4,57.9,76.1,14.6,33.5,0.454883641,767721,0.534333022657559,TX 31 US HOUSE,TRUE,36402,0.0914492145597239,0.0511724898709597
278,278,JOHN R. CURTIS,US HOUSE,UT,3,246674,358927,UT.3,"CURTIS, JOHN",John Curtis for Congress,718455.03,5904,30979,2020,UTAH,49,87,67,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,7.2,62450,37.2,93.5,1.9,0.5,10.4,2.2,83.1,90.5,13.3,27.7,0.48053527,718575,0.687253954146665,UT 3 US HOUSE,TRUE,150607,0.41960342910954,0.00821763332911734
279,279,JOHN R. MOOLENAAR,US HOUSE,MI,4,242621,373245,MI.4,"MOOLENAAR, JOHN MR.",Moolenaar for Congress,1042443.69,25766,30228,2020,MICHIGAN,26,34,23,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,2.1,43670,19.6,89.2,1,2.2,3,2,91.4,93.7,23.3,40.8,0.470855781,709423,0.650031480662835,MI 4 US HOUSE,TRUE,121819,0.32637811625072,0.0247169225994356
280,280,JOHNNY J. NALBANDIAN,US HOUSE,CA,27,95907,317318,CA.27,"NALBANDIAN, JOHNNY",Johnny for Congress,39170.47,6810,29732,2020,CALIFORNIA,6,93,71,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,38.5,68534,39.8,84.2,38.5,4.7,27.2,3.2,27.4,40.9,22.3,41,0.524711049,716835,0.302242545333073,CA 27 US HOUSE,FALSE,-125504,-0.395514909333854,0.173855457950849
281,281,JOHNNY TEAGUE,US HOUSE,TX,9,49575,229107,TX.9,"TEAGUE, JOHNNY MARK DR.",Johnny Teague for Congress Campaign Cmte,88365.87,10794,30862,2020,TEXAS,48,74,49,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,32.5,42214,23.8,76,11,39.5,36.8,1.9,11.7,36.7,13.2,32.1,0.482121293,736852,0.216383611151122,TX 9 US HOUSE,FALSE,-123363,-0.538451465908942,0.122151233275924
282,282,JON HOADLEY,US HOUSE,MI,6,152085,378980,MI.6,"HOADLEY, JON",Jon Hoadley for Congress,3117392.52,163021,30262,2020,MICHIGAN,26,34,23,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,4.4,46042,24.7,89.1,1.5,8.4,5.6,3.3,81.4,85.1,21.4,38.8,0.478772757,709976,0.401300860203705,MI 6 US HOUSE,FALSE,-59411,-0.156765528523933,0.052294024237923
283,283,JON MARK HOGG,US HOUSE,TX,11,53394,291773,TX.11,"HOGG, JON MARK MR.",HOGG FOR CONGRESS CAMPAIGN COMMITTEE,135733.05,7937,30867,2020,TEXAS,48,74,49,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,8.4,48328,18.9,80.1,0.9,3.7,35.6,2.2,58.2,85.5,21.1,35.6,0.504868516,729613,0.182998426859236,TX 11 US HOUSE,FALSE,-179174,-0.614086978575811,0.0584750729464931
284,284,JON OSSOFF,US SENATE,GA,0,2374519,4952175,GEORGIA,"OSSOFF, T. JONATHAN",Jon Ossoff for Congress,151814804.04,2677612,3463,2020,GEORGIA,13,58,44,gen,FALSE,DEMOCRAT,FALSE,total,FALSE,20210114,10.1,58700,31.3,87.1,4.4,32.6,9.9,2.2,52,60.2,14.3,37.2,0.48,10711908,0.479490123026751,GA 0 US SENATE,FALSE,-88098,-0.017789759045268,0.0176373576801806
285,285,JOSEPH D. MORELLE,US HOUSE,NY,25,187503,367377,NY.25,"MORELLE, JOSEPH D",Joe Morelle for Congress,1317024.89,120260,30595,2020,NEW YORK,36,21,13,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,8.4,51811,35.6,89.4,3.7,16.1,8.1,2.5,70.8,74.6,21.2,38.2,0.496300999,724587,0.510383066985685,NY 25 US HOUSE,TRUE,71563,0.194794448209877,0.0913118657916936
286,286,JOSH GOTTHEIMER,US HOUSE,NJ,5,225175,423636,NJ.5,"GOTTHEIMER, JOSH",Josh Gottheimer for Congress,3593230.36,171453,30389,2020,NEW JERSEY,34,22,12,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,19.3,91064,44.6,92.9,9.9,5.4,12.9,1.5,70.9,77.9,22,42.8,0.50201122,733032,0.531529426205516,NJ 5 US HOUSE,TRUE,31842,0.0751635838314024,0.0477155603238307
287,287,JOSH HARDER,US HOUSE,CA,10,166865,302494,CA.10,"HARDER, JOSH",Josh Harder for Congress,4091139.47,107789,29710,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,20.1,53764,17.1,78.2,6.8,3.2,41.8,5.5,44.4,70.6,15.6,33.4,0.473093197,722266,0.551630776147626,CA 10 US HOUSE,TRUE,31236,0.103261552295252,0.0263469384973082
288,288,JOSH HICKS,US HOUSE,KY,6,155011,378450,KY.6,"HICKS, JOSH",Josh Hicks for Congress,2992345.39,119236,30107,2020,KENTUCKY,21,61,51,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,5,45454,29.1,85,1.7,9.1,4.6,1.9,82.7,84.8,18.6,36.1,0.505554287,744583,0.409594398203197,KY 6 US HOUSE,FALSE,-61937,-0.163659664420663,0.0398470044261836
289,289,JOYCE BEATTY,US HOUSE,OH,3,227420,321092,OH.3,"BEATTY, JOYCE",Beatty for Congress,2551301.54,31133,30680,2020,OHIO,39,31,24,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,10.4,40687,25.8,85.9,3.7,32.3,5.9,4.3,54.2,57.2,14.5,32.5,0.487235848,739980,0.708270526827202,OH 3 US HOUSE,TRUE,133851,0.416861833991504,0.0122027912075027
290,290,JOYCE ELLIOTT,US HOUSE,AR,2,148410,332503,AR.2,"ELLIOTT, JOYCE ANN SENATOR",Joyce Elliott for Congress,3540156.67,302281,29687,2020,ARKANSAS,5,71,42,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,3.9,46761,26.8,88.1,1.4,21.8,5,2.7,69.3,72.8,19.7,36.4,0.490308904,751463,0.446341837517255,AR 2 US HOUSE,FALSE,-35683,-0.107316324965489,0.0853863340460579
291,291,JULIA BROWNLEY,US HOUSE,CA,26,208856,344733,CA.26,"BROWNLEY, JULIA",Julia Brownley for Congress,1351678.67,0,29729,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,23.6,75101,31.3,81.6,7,1.8,44.7,4.4,43.9,78.7,17.8,36.2,0.506015527,712804,0.605848584266664,CA 26 US HOUSE,TRUE,72979,0.211697168533329,0
292,292,JULIE OLIVER,US HOUSE,TX,25,165697,393523,TX.25,"OLIVER, JULIE LYNN",Julie Oliver for Congress,2214190.51,139596,30911,2020,TEXAS,48,74,49,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,8.1,59906,34.3,88.4,2.6,6.5,18.2,2.7,70.3,85.8,18.4,36.1,0.522751679,731689,0.421060522510755,TX 25 US HOUSE,FALSE,-54391,-0.138215555380499,0.0630460655348035
293,293,JUSTIN ANDERSON,US HOUSE,CT,2,140356,367347,CT.2,"ANDERSON, JUSTIN",Justin Anderson for Congress,78767.12,1208,29853,2020,CONNECTICUT,9,16,1,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,7,71760,32.7,91.1,3.1,3.8,7.7,3.6,82.7,87.1,21.3,41,0.477712129,714637,0.382080158542196,CT 2 US HOUSE,FALSE,-66947,-0.182244580737014,0.0153363484662128
294,294,KAIALI'I 'KAI' KAHELE,US HOUSE,HI,2,171517,296376,HI.2,"KAHELE, KAIALI'I",Kahele for Congress,1059752.97,23386,29981,2020,HAWAII,15,95,82,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,12.8,63206,26.3,90.9,25.5,1.6,11.3,27.1,29.6,32.9,21.1,37,0.488849442,702028,0.578714200879963,HI 2 US HOUSE,TRUE,87490,0.29519934137717,0.022067406897666
296,296,KARA EASTMAN,US HOUSE,NE,2,155706,336962,NE.2,"EASTMAN, KARA",Eastman for Congress,4578198.75,141471,30354,2020,NEBRASKA,31,46,35,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,8.2,56634,37,90.5,2.8,9.6,10.6,2.8,73.9,82.3,16.1,34.1,0.489939553,634418,0.462087713154599,NE 2 US HOUSE,FALSE,-15365,-0.0455986134935097,0.0309010175672255
297,297,KAREN BASS,US HOUSE,CA,37,254916,296621,CA.37,"BASS, KAREN",Karen Bass for Congress,1220422.5,17405,29751,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,31.9,49651,36,78.5,9.3,23,38.8,3.8,26.3,42.4,16,34.6,0.56189586,732610,0.859399705347902,CA 37 US HOUSE,TRUE,213211,0.718799410695804,0.0142614545372607
298,298,KAREN HANDEL,US HOUSE,GA,6,180329,397104,GA.6,"HANDEL, KAREN CHRISTINE",Handel for Congress,3156124.14,42880,29967,2020,GEORGIA,13,58,44,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,20.7,78692,57.1,93.1,9.7,15,12.4,2.6,60.7,70.6,16.6,37.8,0.522522714,726129,0.454110258269874,GA 6 US HOUSE,FALSE,-36446,-0.0917794834602522,0.0135862843468508
299,299,KAT CAMMACK,US HOUSE,FL,3,223075,390401,FL.3,"CAMMACK, KAT",Kat for Congress,1104893.66,46216,29901,2020,FLORIDA,12,59,43,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,7.3,44772,23.8,86.4,3,13.4,8.1,2.6,72.9,79.5,22.3,37.9,0.497783285,707112,0.571399663422993,FL 3 US HOUSE,TRUE,55749,0.142799326845987,0.0418284597632681
300,300,KATE BOLZ,US HOUSE,NE,1,119622,317566,NE.1,"BOLZ, KATE",Kate Bolz for Congress,1145896.56,22641,30352,2020,NEBRASKA,31,46,35,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,6,53023,29,91.9,2.3,2.9,8.1,2.6,83.8,89,19.3,35.2,0.461200282,628082,0.376683901929048,NE 1 US HOUSE,FALSE,-69384,-0.218486865722401,0.0197583279244682
301,301,KATE SCHRODER,US HOUSE,OH,1,172022,385285,OH.1,"SCHRODER, KATE",Kate Schroder for Congress,4072238.34,183520,30682,2020,OHIO,39,31,24,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,5.2,51730,30.7,88.4,2.9,21.9,2.9,2.2,70,72.2,18.8,37.3,0.527245822,724914,0.446479878531477,OH 1 US HOUSE,FALSE,-27538,-0.0714743631337841,0.0450661244940786
302,302,KATHERINE M. CLARK,US HOUSE,MA,5,294427,413371,MA.5,"CLARK, KATHERINE",Katherine Clark for Congress,1542098.78,31384,30183,2020,MASSACHUSETTS,25,14,3,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,21.8,81008,52.5,92.4,9.7,5,8.8,2.8,74.4,79.9,19.1,38,0.521179164,754065,0.712258479670804,MA 5 US HOUSE,TRUE,193076,0.467076790582794,0.0203514848769934
303,303,KATHLEEN M. RICE,US HOUSE,NY,4,199762,385015,NY.4,"RICE, KATHLEEN",Kathleen Rice for Congress,1228432.21,50793,30435,2020,NEW YORK,36,21,13,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,21.8,93085,38.6,88.4,6.4,13.4,19.3,5.9,59.6,66.6,22.4,40.5,0.496957917,715109,0.518842123034168,NY 4 US HOUSE,TRUE,60203,0.156365336415464,0.0413478249646352
304,304,KATHY MANNING,US HOUSE,NC,6,253531,407129,NC.6,"MANNING, KATHY",Kathy Manning for Congress,1769590.44,31994,30646,2020,NORTH CAROLINA,37,56,47,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,6.1,49425,28.2,85.9,2,16,6.7,1.7,73.5,77.1,22.7,41.7,0.494641003,760762,0.622728913931457,NC 6 US HOUSE,TRUE,99933,0.245457827862913,0.0180798897173066
305,305,KEN CALVERT,US HOUSE,CA,42,210274,368047,CA.42,"CALVERT, KEN",Ken Calvert for Congress,1552252.09,39884,29762,2020,CALIFORNIA,6,93,71,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,19.3,73236,23.5,85.2,9.8,5.4,36.6,5.4,44.3,67.3,16.4,34.6,0.455873763,746215,0.571323771148794,CA 42 US HOUSE,TRUE,52501,0.142647542297587,0.0256942801088449
306,306,KENDALL QUALLS,US HOUSE,MN,3,196625,443603,MN.3,"QUALLS, KENDALL",Kendall for Congress,1776906.92,9411,30279,2020,MINNESOTA,27,41,33,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,10.3,78289,46,95.3,6.6,7.1,3.8,2.6,79.8,82.2,18.7,38.9,0.497737896,685092,0.443245424399745,MN 3 US HOUSE,FALSE,-50041,-0.112805819617992,0.0052962819234223
307,307,KENDRA S. HORN,US HOUSE,OK,5,145658,303849,OK.5,"HORN, KENDRA",Kendra Horn for Congress,5976536.82,134054,30724,2020,OKLAHOMA,40,73,53,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,9.8,44128,28.6,85.3,2.9,13.5,15.5,6.2,58.9,69.4,17.7,34.4,0.520324577,785441,0.479376269133682,OK 5 US HOUSE,FALSE,-12533,-0.0412474617326369,0.0224300467038702
308,308,KENNY HOUSTON,US HOUSE,LA,4,78157,306578,LA.4,"HOUSTON, KENNY",Kenny Houston for Congress,33957.32,1317,30123,2020,LOUISIANA,22,72,45,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,2.4,41583,18.9,82.7,0.8,33.7,3.9,1.8,59.3,61.7,19.9,36,0.507348508,762517,0.254933491639974,LA 4 US HOUSE,FALSE,-107108,-0.349366229801225,0.0387839794188705
310,310,KEVIN MCCARTHY,US HOUSE,CA,23,190222,306118,CA.23,"MCCARTHY, KEVIN",Kevin McCarthy for Congress,25148569.55,1266580,29764,2020,CALIFORNIA,6,93,71,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,13.9,54597,18.8,81.3,4.9,5.8,38.2,3.3,48.3,76.6,16.8,33.9,0.489316187,726292,0.621400897693047,CA 23 US HOUSE,TRUE,74326,0.242801795386093,0.0503638983315455
311,311,KEVIN VAN AUSDAL,US HOUSE,GA,14,77798,307625,GA.14,"VAN AUSDAL, KEVIN",Kevin for Congress 2020,126712.34,5415,29971,2020,GEORGIA,13,58,44,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,6.6,44416,16.3,77.7,0.8,8.9,10.7,1.9,77.9,86.1,18.4,37.3,0.458837337,696119,0.252898821617229,GA 14 US HOUSE,FALSE,-152029,-0.494202356765542,0.0427345908062309
312,312,KIM MANGONE,US HOUSE,CA,23,115896,306118,CA.23,"MANGONE, KIM",Committee to Elect Kim Mangone for Congress,1683148.6,75347,29723,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,13.9,54597,18.8,81.3,4.9,5.8,38.2,3.3,48.3,76.6,16.8,33.9,0.489316187,726292,0.378599102306954,CA 23 US HOUSE,FALSE,-74326,-0.242801795386093,0.0447655067413537
